Handle,Title,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Back type (product.metafields.shopify.back-type),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Dinnerware pieces included (product.metafields.shopify.dinnerware-pieces-included),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Mount/Stand features (product.metafields.shopify.mount-stand-features),Seat type (product.metafields.shopify.seat-type),Shape (product.metafields.shopify.shape),Tableware material (product.metafields.shopify.tableware-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
violet-bloom-quarter-plates,Violet Bloom Quarter Plates,Serving Platters,,TRUE,Serving Size,Pack Of 4,Q4#5064,0,shopify,8,deny,manual,1350,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/9_82b7e00f-17a5-422a-a5e2-00e21deb7083.jpg?v=1763533422,1,,FALSE,,,3553,,,,,,,,,,,,,,floral,,,,,,round,melamine,,,,,,kg,,,active
violet-bloom-quarter-plates,,,,,,Pack Of 6,Q6#5064,0,shopify,8,deny,manual,1600,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/3_53fc02e6-7ad0-4d05-bf02-3a36baa073a5.jpg?v=1763533422,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
violet-bloom-quarter-plates,,,,,,Pack Of 8,Q8#5064,0,shopify,7,deny,manual,1850,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/6_87baf935-a751-4946-a48a-69ce424f6858.jpg?v=1763533422,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
violet-bloom-deep-plates,Violet Bloom Deep Plates,Serving Platters,,TRUE,Serving Size,Pack Of 4,D4#5064,0,shopify,7,deny,manual,1580,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/8_f03338c6-e734-41f0-b5c1-7fb215e8c334.jpg?v=1763533277,1,,FALSE,,,3553,,,,,,,,,,,,,,floral,,,,,,round,melamine,,,,,,kg,,,active
violet-bloom-deep-plates,,,,,,Pack Of 6,D6#5064,0,shopify,8,deny,manual,1890,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/2_3fe316a9-847d-4b7e-a9fc-618cb96303be.jpg?v=1763533277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
violet-bloom-deep-plates,,,,,,Pack Of 8,D8#5064,0,shopify,6,deny,manual,2210,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/6_df71d52d-1ef2-416c-b2e5-36c8ee5f252c.jpg?v=1763533277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
spring-dew-rice-plates,Spring Dew Rice Plates,Serving Platters,,TRUE,Serving Size,Pack Of 4,R4#5063,0,shopify,8,deny,manual,2099,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/4_0f91f8e6-f411-4833-9462-49e7156d20c8.jpg?v=1763533153,1,,FALSE,,,3553,,,,,,,,,,,,,,floral,,,,,,round,melamine,,,,,,kg,,,active
spring-dew-rice-plates,,,,,,Pack Of 6,R6#5063,0,shopify,5,deny,manual,2730,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
spring-dew-rice-plates,,,,,,Pack Of 8,R8#5063,0,shopify,9,deny,manual,3360,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
spring-dew-quarter-plates,Spring Dew Quarter Plates,Serving Platters,,TRUE,Serving Size,Pack Of 4,Q4#5063,0,shopify,10,deny,manual,1350,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/6_afaa27ba-ecba-46bb-b412-7000788bdd39.jpg?v=1763533033,1,,FALSE,,,3553,,,,,,,,,,,,,,floral,,,,,,round,melamine,,,,,,kg,,,active
spring-dew-quarter-plates,,,,,,Pack Of 6,Q6#5063,0,shopify,8,deny,manual,1600,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
spring-dew-quarter-plates,,,,,,Pack Of 8,Q8#5063,0,shopify,10,deny,manual,1850,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
spring-dew-deep-plates,Spring Dew Deep Plates,Serving Platters,,TRUE,Serving Size,Pack Of 4,D4#5063,0,shopify,8,deny,manual,1580,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/5_664f9c55-62e2-44d8-9663-2ee649a22e60.jpg?v=1763532915,1,,FALSE,,,3553,,,,,,,,,,,,,,floral,,,,,,round,melamine,,,,,,kg,,,active
spring-dew-deep-plates,,,,,,Pack Of 6,D6#5063,0,shopify,4,deny,manual,1890,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
spring-dew-deep-plates,,,,,,Pack Of 8,D8#5063,0,shopify,10,deny,manual,2210,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
moonlight-garden-quarter-plates,Moonlight Garden Quarter Plates,Serving Platters,,TRUE,Serving Size,Pack Of 4,Q4#5066,0,shopify,10,deny,manual,1350,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/3_0f768b0d-c563-42c1-a8a8-2e4dfe60aa41.jpg?v=1763532772,1,,FALSE,,,3553,,,,,,,,,,,,,,floral,,,,,,round,melamine,,,,,,kg,,,active
moonlight-garden-quarter-plates,,,,,,Pack Of 6,Q6#5066,0,shopify,9,deny,manual,1600,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
moonlight-garden-quarter-plates,,,,,,Pack Of 8,Q8#5066,0,shopify,8,deny,manual,1850,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
moonlight-garden-rice-plates,Moonlight Garden Rice Plates,Serving Platters,,TRUE,Serving Size,Pack Of 4,R4#5066,0,shopify,8,deny,manual,2099,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/1_44848950-4709-464c-ae6d-84967290676b.jpg?v=1763532694,1,,FALSE,,,3553,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
moonlight-garden-rice-plates,,,,,,Pack Of 6,R6#5066,0,shopify,9,deny,manual,2730,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
moonlight-garden-rice-plates,,,,,,Pack Of 8,R8#5066,0,shopify,7,deny,manual,3360,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
moonlight-garden-deep-plates,Moonlight Garden Deep Plates,Serving Platters,,TRUE,Serving Size,Pack Of 4,D4#5066,0,shopify,10,deny,manual,1580,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/2_462c4b38-3618-46bd-8a29-e31dfadc000c.jpg?v=1763532498,1,,FALSE,,,3553,,,,,,,,,,,,,,floral,,,,,,round,melamine,,,,,,kg,,,active
moonlight-garden-deep-plates,,,,,,Pack Of 6,D6#5066,0,shopify,9,deny,manual,1890,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
moonlight-garden-deep-plates,,,,,,Pack Of 8,D8#5066,0,shopify,7,deny,manual,2210,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-bloom-rice-plates,Graphite Bloom Rice Plates,Serving Platters,,TRUE,Serving Size,Pack Of 4,R4#5065,0,shopify,7,deny,manual,2099,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/10_adf32054-1a3d-4188-ae75-714edf483507.jpg?v=1763532293,1,,FALSE,,,3553,,,,,,,,,,,,,,floral,,,,,,round,melamine,,,,,,kg,,,active
graphite-bloom-rice-plates,,,,,,Pack Of 6,R6#5065,0,shopify,7,deny,manual,2730,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-bloom-rice-plates,,,,,,Pack Of 8,R8#5065,0,shopify,8,deny,manual,3360,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-bloom-quarter-plates,Graphite Bloom Quarter Plates,Serving Platters,,TRUE,Serving Size,Pack Of 4,Q4#5065,0,shopify,9,deny,manual,1350,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/11_b2a8f9a1-7d52-4479-96b0-48d6c8622db4.jpg?v=1763532101,1,,FALSE,,,3553,,,,,,,,,,,,,,floral,,,,,,round,melamine,,,,,,kg,,,active
graphite-bloom-quarter-plates,,,,,,Pack Of 6,Q6#5065,0,shopify,9,deny,manual,1600,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-bloom-quarter-plates,,,,,,Pack Of 8,Q8#5065,0,shopify,10,deny,manual,1850,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-bloom-deep-plate,Graphite Bloom Deep Plate,Serving Platters,,TRUE,Serving Size,Pack Of 4,D4#5065,0,shopify,9,deny,manual,1580,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/12_809a4ab1-7b68-4c2f-aa1a-9687de8574c1.jpg?v=1763531928,1,,FALSE,,,3553,,,,,,,,,,,,,,floral,,,,,,round,melamine,,,,,,kg,,,active
graphite-bloom-deep-plate,,,,,,Pack Of 6,D6#5065,0,shopify,8,deny,manual,1890,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-bloom-deep-plate,,,,,,Pack Of 8,D8#5065,0,shopify,8,deny,manual,2210,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
wooden-stand-walnut,Wooden Stand,Decorative Plaques,,TRUE,Title,Default Title,WS47264,0,shopify,1,deny,manual,300,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC00425.jpg?v=1760523017,1,,FALSE,,,,,,,,,,,,,,,,,brown,,,,,,,,,,,,,kg,,,active
wooden-stand-walnut,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC00737.jpg?v=1760523017,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wooden-stand-walnut,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC00740.jpg?v=1760523017,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wooden-stand-walnut,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC00743.jpg?v=1760523017,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wooden-stand-walnut,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC00746.jpg?v=1760523017,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wooden-stand-walnut,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/unnamed_1.jpg?v=1760523017,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wooden-stand-walnut,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/unnamed.jpg?v=1760523018,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-melamine-soup-bowls,Red Melamine Soup Bowls,Bowls,,TRUE,Serving Size,Pack of 6,S#5059,0,shopify,0,deny,manual,1999,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/1_c2d81444-7e33-4d4f-9dad-0ff54938107c.jpg?v=1759734918,1,,FALSE,,,,,,,,,,,,,,,,,red,,,,,,,plastic,,,,,,kg,,,active
red-melamine-soup-bowls,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/2_e0a65a4d-1295-438f-845e-1f183dc241f1.jpg?v=1759734918,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-melamine-soup-bowls,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/3_964a4bf4-61fe-47ee-a471-b42bcaf2e95f.jpg?v=1759734918,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-melamine-soup-bowls,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/4_09432d9f-6ff1-44c6-9431-c6aa1ce04c9a.jpg?v=1759734917,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-melamine-soup-bowls,Black Melamine Soup Bowls,Bowls,,TRUE,Serving Size,Pack of 6,S#5058,0,shopify,0,deny,manual,1999,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/9_61fee8e4-f89d-4c7f-98ed-353caa247fb1.jpg?v=1759734769,1,,FALSE,,,,,,,,,,,,,,,,,black,,,,,,,melamine,,,,,,kg,,,active
black-melamine-soup-bowls,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/10_4879b0b2-73c4-4fe2-b12a-c24f5c3f450a.jpg?v=1759734770,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-melamine-soup-bowls,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/11_dd2ce6bf-940c-433a-b89c-fe25d09e94e7.jpg?v=1759734770,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-melamine-soup-bowls,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/12_0b6c4cb2-8742-41af-9cb7-4011435c20d2.jpg?v=1759734770,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beige-melamine-soup-bowls,Beige Melamine Soup Bowls,Bowls,,TRUE,Serving Size,Pack of 6,S#5060,0,shopify,0,deny,manual,1999,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/5_b5dd58b6-9be9-49c3-a8cc-9eb5556a4677.jpg?v=1759734407,1,,FALSE,,,,,,,,,,,,,,,,,beige; brown,,,,,,,melamine,,,,,,kg,,,active
beige-melamine-soup-bowls,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/6_a514b499-e0bc-47a7-8252-5c5bbec205b3.jpg?v=1759734406,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beige-melamine-soup-bowls,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/7_9800d95e-92c9-403c-94e1-323d634bf38d.jpg?v=1759734406,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beige-melamine-soup-bowls,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/8_3d4c5c13-3a74-40c1-a752-39532feebd1d.jpg?v=1759734406,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-of-blue-rice-plates,Sea of Blue Rice Plates,Serving Platters,,TRUE,Serving Size,Pack Of 4,R4#5056,0,shopify,9,deny,manual,2099,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/1_a89a3181-e9e0-448d-a6cc-358fc40c84b3.jpg?v=1759469317,1,,FALSE,,,,,,,,,,,,,,,,,floral,,,,,,round,melamine,,,,,,kg,,,active
sea-of-blue-rice-plates,,,,,,Pack Of 6,R6#5056,0,shopify,2,deny,manual,2730,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sea-of-blue-rice-plates,,,,,,Pack Of 8,R8#5056,0,shopify,10,deny,manual,3360,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sea-of-blue-deep-plates,Sea of Blue Deep Plates,Serving Platters,,TRUE,Serving Size,Pack Of 4,D4#5056,0,shopify,11,deny,manual,1580,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/2_96df4534-26e7-4f77-af1d-4526231c97f9.jpg?v=1759469175,1,,FALSE,,,,,,,,,,,,,,,,,floral,,,,,,round,melamine,,,,,,kg,,,active
sea-of-blue-deep-plates,,,,,,Pack Of 6,D6#5056,0,shopify,6,deny,manual,1890,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sea-of-blue-deep-plates,,,,,,Pack Of 8,D8#5056,0,shopify,10,deny,manual,2210,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dark-bloom-rice-plates,Dark Bloom Rice Plates,Serving Platters,,TRUE,Serving Size:,Pack Of 4,R4#5057,0,shopify,9,deny,manual,2099,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/3_0aff2e9a-64bd-4cc5-93fe-151b39bbabab.jpg?v=1759469028,1,,FALSE,,,,,,,,,,,,,,,,,floral,,,,,,round,melamine,,,,,,kg,,,active
dark-bloom-rice-plates,,,,,,Pack Of 6,R6#5057,0,shopify,7,deny,manual,2730,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dark-bloom-rice-plates,,,,,,Pack Of 8,R8#5057,0,shopify,8,deny,manual,3360,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dark-bloom-deep-plates,Dark Bloom Deep Plates,Serving Platters,,TRUE,Serving Size:,Pack Of 4,D4#5057,0,shopify,6,deny,manual,1580,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/4_4083eb8b-d88f-44e3-8f4a-42e09cbf852b.jpg?v=1759468842,1,,FALSE,,,,,,,,,,,,,,,,,floral,,,,,,round,melamine,,,,,,kg,,,active
dark-bloom-deep-plates,,,,,,Pack Of 6,D6#5057,0,shopify,8,deny,manual,1890,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dark-bloom-deep-plates,,,,,,Pack Of 8,D8#5057,0,shopify,3,deny,manual,2210,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
chroma-stripes-dinner-set,Chroma Stripes Dinner Set,Dinnerware Sets,,TRUE,Serving Size:,4 Person Serving Dinner Set = 22 PCS,DS4#5061,0,shopify,9,deny,manual,5780,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/1x1E-comdinnerset.jpg?v=1759468633,1,,FALSE,,,,,,,,,,,,,,,,,striped; black,,bowls; salad-plate; dinner-plates,,,,,ceramic,,,,,,kg,,,active
chroma-stripes-dinner-set,,,,,,6 Person Serving Dinner Set = 30 PCS,DS6#5061,0,shopify,9,deny,manual,7880,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09934copy.jpg?v=1759468634,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
chroma-stripes-dinner-set,,,,,,8 Person Serving Dinner Set = 43 PCS,DS8#5061,0,shopify,8,deny,manual,10499,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09948copy.jpg?v=1759468634,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
chroma-stripes-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09957copy.jpg?v=1759468634,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chroma-stripes-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09965copy.jpg?v=1759468634,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chroma-stripes-dinner-set,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC09967copy.jpg?v=1759468634,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nightfall-blossom-quarter-plates,Nightfall Blossom Quarter Plates,Serving Platters,,TRUE,Serving Size,Pack Of 4,Q4#5016,0,shopify,15,deny,manual,1350,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/NightfallBlossomQuarterPlate.jpg?v=1758970233,1,,FALSE,,,3802,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
nightfall-blossom-quarter-plates,,,,,,Pack Of 6,Q6#5016,0,shopify,13,deny,manual,1600,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nightfall-blossom-quarter-plates,,,,,,Pack Of 8,Q8#5016,0,shopify,13,deny,manual,1850,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dark-bloom-quarter-plates,Dark Bloom Quarter Plates,Serving Platters,,TRUE,Serving Size,Pack Of 4,Q4#5057,0,shopify,7,deny,manual,1350,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DarkBloomQuarterPlate.jpg?v=1758970156,1,,FALSE,,,,,,,,,,,,,,,,,floral,,,,,,round,melamine,,,,,,kg,,,active
dark-bloom-quarter-plates,,,,,,Pack Of 6,Q6#5057,0,shopify,8,deny,manual,1600,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dark-bloom-quarter-plates,,,,,,Pack Of 8,Q8#5057,0,shopify,9,deny,manual,1850,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sleek-borders-quarter-plates,Sleek Borders Quarter Plates,Serving Platters,,TRUE,Serving Size,Pack Of 4,Q4#6001,0,shopify,15,deny,manual,1350,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/SleekBordersQuarterPlate.jpg?v=1758970073,1,,FALSE,,,,,,,,,,,,,,,,,striped,,,,,,round,melamine,,,,,,kg,,,active
sleek-borders-quarter-plates,,,,,,Pack Of 6,Q6#6001,0,shopify,15,deny,manual,1600,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sleek-borders-quarter-plates,,,,,,Pack Of 8,Q8#6001,0,shopify,15,deny,manual,1850,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-melamine-quarter-plates,Black Melamine Quarter Plates,Serving Platters,,TRUE,Serving Size,Pack Of 4,Q4#4029,0,shopify,18,deny,manual,1350,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/BlackMelamineQuarterPlate.jpg?v=1758969939,1,,FALSE,,,,,,,,,,,,,,,,,black,,,,,,round,melamine,,,,,,kg,,,active
black-melamine-quarter-plates,,,,,,Pack Of 6,Q6#4029,0,shopify,16,deny,manual,1600,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-melamine-quarter-plates,,,,,,Pack Of 8,Q8#4029,0,shopify,15,deny,manual,1850,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
noir-chic-quarter-plates,Noir Chic Quarter Plates,Serving Platters,,TRUE,Serving Size,Pack Of 4,Q4#5012,0,shopify,15,deny,manual,1350,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/NoirChicQuarterPlate.jpg?v=1758969514,1,,FALSE,,,,,,,,,,,,,,,,,geometric,,,,,,round,melamine,,,,,,kg,,,active
noir-chic-quarter-plates,,,,,,Pack Of 6,Q6#5012,0,shopify,18,deny,manual,1600,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
noir-chic-quarter-plates,,,,,,Pack Of 8,Q8#5012,0,shopify,14,deny,manual,1850,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
azure-blossom-quarter-plates,Azure Blossom Quarter Plates,Serving Platters,,TRUE,Serving Size,Pack Of 4,Q4#5010,0,shopify,15,deny,manual,1350,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/AzureBlossomQuarterPlate.jpg?v=1758969363,1,,FALSE,,,,,,,,,,,,,,,,,floral,,,,,,round,melamine,,,,,,kg,,,active
azure-blossom-quarter-plates,,,,,,Pack Of 6,Q6#5010,0,shopify,17,deny,manual,1600,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
azure-blossom-quarter-plates,,,,,,Pack Of 8,Q8#5010,0,shopify,15,deny,manual,1850,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shadow-bloom-quarter-plates,Shadow Bloom Quarter Plates,Serving Platters,,TRUE,Serving Size,Pack of 4,Q4#5046,0,shopify,13,deny,manual,1350,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/DSC01130_copy.jpg?v=1758957170,1,,FALSE,,,,,,,,,,,,,,,,,floral,,,,,,round,melamine,,,,,,kg,,,active
shadow-bloom-quarter-plates,,,,,,Pack of 6,Q6#5046,0,shopify,15,deny,manual,1600,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/2_f4e44dcb-60bc-4b3a-b43a-23e48c34a9e4.jpg?v=1758957170,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
